,Provedor,Estado,Longitude,Latitude
81502,TIM,PA,-1.59425,-46.1600833
81601,Vivo,PA,-1.52072,-48.64923
81604,Vivo,PA,-1.28265,-48.32195
81859,Vivo,PA,-8.06645,-50.03413
81862,Vivo,PA,-2.98927,-47.35972
81880,TIM,PA,-2.170194,-56.741806
81881,TIM,PA,-5.018222,-56.18475
81882,TIM,PA,-2.100833,-56.484417
81883,TIM,PA,-2.486306,-48.750389
81936,TIM,PA,-3.63984,-55.37603
81937,TIM,PA,-1.888928,-55.120028
82015,Vivo,PA,-2.04147,-47.56019
82018,Vivo,PA,-2.24154,-48.16069
82276,TIM,PA,-1.175222,-47.794056
82277,TIM,PA,-4.701806,-55.997222
82278,TIM,PA,-0.607694,-47.372
82348,TIM,PA,-1.167139,-50.48855
82349,TIM,PA,-3.304333,-52.533278
82350,TIM,PA,-2.448278,-49.438278
82351,TIM,PA,-1.76875,-47.168528
82352,TIM,PA,-1.854333,-49.016833
82353,TIM,PA,-3.484,-48.959444
82354,TIM,PA,-2.450583,-56.404055
82576,Vivo,PA,-2.41547,-48.16069
82798,TIM,PA,-1.377607,-48.3988
82799,TIM,PA,-8.3142,-55.0951
82800,TIM,PA,-1.7355555,-47.1741111
82801,TIM,PA,-4.35908,-55.78137
82802,TIM,PA,-5.3956833,-50.1103944
82803,TIM,PA,-5.2330111,-49.5635111
82804,TIM,PA,-5.5310388,-50.1899638
82805,TIM,PA,-2.69175,-50.52951
82806,TIM,PA,-7.922361,-50.418778
82807,TIM,PA,-5.4891611,-51.20365
82808,TIM,PA,-0.98275,-47.8846111
82809,TIM,PA,-1.1748333,-46.2058888
82962,Vivo,PA,-5.95661,-49.62358
82985,TIM,PA,-1.718556,-49.531222
83011,Vivo,PA,-1.54007,-48.72762
83088,Vivo,PA,-1.29423,-48.43436
83089,Vivo,PA,-1.28122,-47.9603
83090,Vivo,PA,-1.26285,-47.89113
83091,Vivo,PA,-1.40208,-48.43132
83115,Vivo,PA,-1.35933,-48.32652
83116,Vivo,PA,-1.38652,-48.46865
83486,Vivo,PA,-2.43981,-54.75576
83488,Vivo,PA,-2.45338,-54.75861
83563,TIM,PA,-3.11924,-51.69961
83570,TIM,PA,-3.53235,-48.99631
83597,Claro,PA,-1.42567,-48.45039
83634,Vivo,PA,-8.01888,-50.057
83636,Vivo,PA,-3.23151,-52.24051
83710,TIM,PA,-0.759455,-47.363032
83711,TIM,PA,-3.9679,-47.541161
83734,TIM,PA,-1.389,-48.464667
83921,TIM,PA,-7.350472,-50.40825
83926,TIM,PA,-1.757734,-46.54308
83930,Vivo,PA,-1.31942,-48.4437
84301,TIM,PA,-3.6608611,-50.9591944
84303,TIM,PA,-1.994722,-47.9423055
84304,TIM,PA,-1.9034166,-50.2050277
84305,TIM,PA,-4.9499611,-48.394988
84308,TIM,PA,-6.0958944,-52.2413388
84509,Vivo,PA,-5.78371,-50.51056
84890,Claro,PA,-1.46165,-48.46395
85208,Vivo,PA,-5.9575,-49.6153
85280,TIM,PA,-6.1069527,-57.3814444
85299,TIM,PA,-3.45563,-51.20705
85303,TIM,PA,-2.269416,-46.969694
85304,TIM,PA,-1.078471,-46.902061
85305,TIM,PA,-1.01256,-48.96239
85306,TIM,PA,-7.815554,-50.768504
85308,TIM,PA,-1.40122,-48.86125
85309,TIM,PA,-1.689822,-47.766844
85310,TIM,PA,-1.77075,-46.543167
85373,TIM,PA,-1.51779166,-48.04123611
85374,TIM,PA,-1.80435,-50.71725
85375,TIM,PA,-0.748333,-48.02416
85376,TIM,PA,-0.92869,-47.3937
85377,TIM,PA,-1.3916,-48.86928055
85390,TIM,PA,-0.763237,-47.458871
85397,TIM,PA,-1.759333,-48.407972
85398,TIM,PA,-1.548,-55.155499
85408,TIM,PA,-1.679558,-47.771983
85640,TIM,PA,-0.830333,-46.6045833
85651,TIM,PA,-6.2158333,-57.7606666
85656,TIM,PA,-3.20142,-52.25693
85663,TIM,PA,-2.286994,-46.970664
85686,TIM,PA,-2.927211,-46.7114611
85839,TIM,PA,-5.0483056,-48.602917
85840,TIM,PA,-1.8958333,-49.385556
85841,TIM,PA,-4.9194444,-49.086667
85842,TIM,PA,-4.92,-49.079167
85843,TIM,PA,-2.0022222,-49.865556
85844,TIM,PA,-2.0054194,-49.85665
85845,TIM,PA,-0.9448611,-47.124794
85846,TIM,PA,-1.1525,-48.1303
85847,TIM,PA,-1.1505556,-48.139444
85848,TIM,PA,-2.5888361,-51.949194
85849,TIM,PA,-2.5808333,-51.924444
85850,TIM,PA,-6.9377778,-49.701111
85851,TIM,PA,-2.9022222,-52.013611
85852,TIM,PA,-2.8851111,-52.014694
85898,Claro,PA,-1.4775,-48.48547
85902,TIM,PA,-1.3785,-48.445528
86010,TIM,PA,-3.02849,-47.46332
86095,Claro,PA,-1.60236,-47.47628
86167,Claro,PA,-1.31772,-48.43746
86168,Claro,PA,-1.43403,-48.45617
86169,Claro,PA,-1.29944,-48.48067
86170,Claro,PA,-1.37328,-48.24592
86172,Claro,PA,-1.18103,-47.18739
86277,Claro,PA,-1.3685,-48.36364
86278,Claro,PA,-1.38706,-48.33347
86279,Claro,PA,-1.20742,-47.18367
86280,Claro,PA,-1.29614,-48.17172
86499,TIM,PA,-2.005058,-49.859606
86500,TIM,PA,-2.580833,-51.924444
86515,TIM,PA,-5.165889,-48.897944
86516,TIM,PA,-4.920847,-49.077094
86517,TIM,PA,-1.152844,-48.133211
87100,TIM,PA,-1.226666,-48.292777
87174,Vivo,PA,-1.05147,-46.7888
87176,Vivo,PA,-1.2982,-47.98076
87336,TIM,PA,-0.86694,-52.54111
87337,TIM,PA,-8.28556,-49.27417
87338,TIM,PA,-6.10361,-49.37472
87339,TIM,PA,-3.84667,-49.09583
87340,TIM,PA,-2.15139,-56.08083
87341,TIM,PA,-8.03139,-50.0325
87342,TIM,PA,-8.04306,-50.00611
87343,TIM,PA,-8.05472,-50.03222
87782,Vivo,PA,-4.26661944,-55.99251944
88219,TIM,PA,-1.3811055,-48.4074
88377,TIM,PA,-0.606917,-47.372318
88790,TIM,PA,-4.25583,-49.95722
88791,TIM,PA,-6.09167,-49.85583
88792,TIM,PA,-6.10056,-49.86361
88793,TIM,PA,-6.05778,-49.885
89330,TIM,PA,-0.694417,-47.328194
89502,Claro,PA,-1.37861,-48.37519
89506,Claro,PA,-1.50278,-48.61883
89507,Claro,PA,-1.30982,-48.48482
89508,Claro,PA,-1.30579,-48.46168
89509,Claro,PA,-1.51944,-48.03528
89510,Claro,PA,-1.36452,-48.30963
89857,Claro,PA,-1.44642,-48.45825
89858,Claro,PA,-1.33925,-48.43778
89859,Claro,PA,-1.19299,-47.17975
89860,Claro,PA,-0.72945,-47.85207
89861,Claro,PA,-1.20667,-47.17639
89862,Claro,PA,-1.28775,-47.92111
89863,Claro,PA,-1.31472,-48.16222
89865,Claro,PA,-1.88811,-48.76547
89970,Claro,PA,-1.38029,-48.45641
89971,Claro,PA,-1.28747,-47.92919
89972,Claro,PA,-1.28212,-47.94982
89973,Claro,PA,-1.31383,-47.8929
89974,Claro,PA,-1.40442,-48.43972
89975,Claro,PA,-1.29814,-47.98092
89978,Claro,PA,-1.96286,-48.3507
89979,Claro,PA,-2.13297,-47.55936
89980,Claro,PA,-1.36871,-48.38327
89981,Claro,PA,-1.51967,-48.70454
89983,Claro,PA,-1.29217,-47.90415
89984,Claro,PA,-0.99001,-46.74991
89985,Claro,PA,-0.99226,-46.67137
89986,Claro,PA,-1.99132,-47.94738
89987,Claro,PA,-0.82275,-47.85735
89988,Claro,PA,-1.74232,-47.49906
89989,Claro,PA,-0.82889,-47.44833
89990,Claro,PA,-1.03301,-47.3513
89991,Claro,PA,-2.99166,-47.37615
89992,Claro,PA,-3.24683,-47.73744
89993,Claro,PA,-1.37762,-48.44401
89994,Claro,PA,-1.44818,-48.48282
89995,Claro,PA,-2.99694,-47.35667
89996,Claro,PA,-0.85672,-48.14118
90035,TIM,PA,-1.445561,-48.483872
90101,TIM,PA,-2.902222,-52.013611
90102,TIM,PA,-4.92,-49.079167
90271,TIM,PA,-5.28861,-49.07639
90272,TIM,PA,-4.25583,-49.95722
90273,TIM,PA,-6.09167,-49.85583
90274,TIM,PA,-6.05778,-49.885
90362,TIM,PA,-3.707889,-47.730056
90363,TIM,PA,-3.786775,-47.7416
90364,TIM,PA,-3.703,-47.563894
90365,TIM,PA,-3.70425,-47.850733
90366,TIM,PA,-3.712056,-47.951667
90378,TIM,PA,-2.525528,-48.796111
90379,TIM,PA,-2.580692,-48.522961
90380,TIM,PA,-2.532289,-48.709775
90381,TIM,PA,-2.49225,-48.6255
90382,TIM,PA,-2.444,-48.739639
90489,TIM,PA,-0.92139,-52.44139
90490,TIM,PA,-3.19667,-52.18778
90491,TIM,PA,-3.20667,-52.20944
90492,TIM,PA,-6.43833,-50.23194
90493,TIM,PA,-6.46,-50.07417
90494,TIM,PA,-4.24583,-55.98556
90495,TIM,PA,-5.26,-50.46444
90496,TIM,PA,-5.21028,-49.04444
90497,TIM,PA,-5.41278,-49.10694
90498,TIM,PA,-5.78361,-50.51083
90499,TIM,PA,-5.80194,-50.51472
90500,TIM,PA,-5.925,-50.28139
90501,TIM,PA,-6.03306,-50.58111
90502,TIM,PA,-6.115,-50.28861
90503,TIM,PA,-6.06056,-50.185
90504,TIM,PA,-6.04694,-50.1475
90505,TIM,PA,-2.62333,-54.73306
90506,TIM,PA,-2.55528,-54.72194
90507,TIM,PA,-6.64194,-51.97472
90508,TIM,PA,-3.13889,-51.77111
90509,TIM,PA,-3.12611,-51.77833
90510,TIM,PA,-3.42194,-51.89139
90511,TIM,PA,-3.29361,-51.91917
90512,TIM,PA,-3.12694,-51.81306
90646,TIM,PA,-2.664272,-48.859538
90647,TIM,PA,-2.526598,-48.763493
90648,TIM,PA,-2.548205,-48.767527
90917,Claro,PA,-1.43418,-48.48389
90918,Claro,PA,-1.45253,-48.47107
90920,Claro,PA,-0.77933,-47.18215
90921,Claro,PA,-1.34996,-48.45764
90922,Claro,PA,-1.455,-48.49
90923,Claro,PA,-1.09768,-48.40612
90924,Claro,PA,-3.01352,-47.35612
90925,Claro,PA,-1.98445,-48.96161
90926,Claro,PA,-2.97806,-47.36361
90927,Claro,PA,-1.29989,-47.91431
90929,Claro,PA,-1.05605,-46.76369
90930,Claro,PA,-1.06831,-46.77248
90931,Claro,PA,-2.7884,-49.67462
90932,Claro,PA,-1.44929,-48.49719
90933,Claro,PA,-1.45065,-48.46317
90934,Claro,PA,-1.46831,-48.45497
90935,Claro,PA,-1.40444,-48.42556
90936,Claro,PA,-1.43316,-48.4704
90937,Claro,PA,-1.44885,-48.47727
90938,Claro,PA,-1.45885,-48.4853
90939,Claro,PA,-1.44231,-48.46192
90940,Claro,PA,-1.45142,-48.49958
90941,Claro,PA,-1.14193,-48.46243
90942,Claro,PA,-1.42517,-48.48297
90943,Claro,PA,-1.42636,-48.47039
90944,Claro,PA,-1.41428,-48.47777
90945,Claro,PA,-1.47034,-48.47827
90946,Claro,PA,-1.27977,-48.3236
90947,Claro,PA,-1.27456,-47.90304
90948,Claro,PA,-1.3751,-48.32298
90949,Claro,PA,-1.29871,-48.16248
90950,Claro,PA,-1.29358,-48.1542
90951,Claro,PA,-1.67507,-47.77076
90952,Claro,PA,-2.94408,-48.95453
90953,Claro,PA,-0.87011,-48.11592
91047,Claro,PA,-1.33601,-48.40127
91048,Claro,PA,-1.36419,-48.39987
91049,Claro,PA,-1.33981,-48.41708
91050,Claro,PA,-1.385,-48.41
91051,Claro,PA,-1.36789,-48.373
91052,Claro,PA,-1.34001,-48.35395
91053,Claro,PA,-1.51832,-48.69068
91054,Claro,PA,-1.5641,-48.76127
91055,Claro,PA,-1.45316,-48.48194
91056,Claro,PA,-1.26557,-48.45211
91084,Vivo,PA,-2.98027,-47.37913
91379,TIM,PA,-3.83389,-49.68639
91389,TIM,PA,-5.9575,-49.61528
91394,TIM,PA,-1.75222,-52.23556
91613,Claro,PA,-1.3455,-48.39642
91732,Claro,PA,-2.03722,-47.75111
91733,Claro,PA,-1.35044,-48.44928
91763,Claro,PA,-1.34219,-48.47806
91764,Claro,PA,-1.3279,-48.46499
91765,Claro,PA,-1.44424,-48.47055
91766,Claro,PA,-1.07232,-48.39244
91767,Claro,PA,-1.44216,-48.44783
91768,Claro,PA,-1.43683,-48.45467
91769,Claro,PA,-1.45376,-48.49432
91772,Claro,PA,-1.06695,-46.55341
91773,Claro,PA,-1.80223,-47.3304
91777,Claro,PA,-0.71174,-47.3007
91778,Claro,PA,-0.96281,-48.08936
91779,Claro,PA,-0.62718,-47.63932
91780,Claro,PA,-2.41875,-48.24193
91781,Claro,PA,-0.77647,-47.44943
